ts_epoch,ts,offset,step,score,monitor_id,monitor_name,rtt,leap,error
1765232285,2025-12-08 22:18:05,-0.001415568,1,19.962797165,283,twtpe2-2kg9ezv,198.352,,
1765232233,2025-12-08 22:17:13,0.00024297,1,20,19,usewr1-1a6a7hp,38.587,,
1765232230,2025-12-08 22:17:10,0.001487711,1,20,133,usday4-1tcp71g,53.225,,
1765232179,2025-12-08 22:16:19,0.001934744,1,20,308,ustul1-762zq1,31.92,,
1765232115,2025-12-08 22:15:15,-0.000494453,1,20,277,usdca1-3grrbhg,40.608,,
1765232065,2025-12-08 22:14:25,,1,20,24,recentmedian,,,
1765232065,2025-12-08 22:14:25,0.002879489,1,20,87,usewr3-1a6a7hp,43.541,,
1765232062,2025-12-08 22:14:22,0.001346976,1,20,174,usmdw1-2trgvm8,38.692,,
1765231987,2025-12-08 22:13:07,-0.000302562,1,20,310,usdfw1-762zq1,33.479,,
1765231912,2025-12-08 22:11:52,-0.000247217,1,20,112,usiad1-1tcp71g,34.031,,
1765231857,2025-12-08 22:10:57,0.002081592,1,20,308,ustul1-762zq1,32.309,,
1765231807,2025-12-08 22:10:07,-0.000232267,1,20,277,usdca1-3grrbhg,39.761,,
1765231806,2025-12-08 22:10:06,0.002373794,1,20,287,jphnd1-2c0kgjp,168.961,,
1765231757,2025-12-08 22:09:17,0.000464959,1,20,87,usewr3-1a6a7hp,38.471,,
1765231755,2025-12-08 22:09:15,0.000807392,1,20,174,usmdw1-2trgvm8,37.958,,
1765231705,2025-12-08 22:08:25,,1,20,24,recentmedian,,,
1765231705,2025-12-08 22:08:25,-0.000366932,1,20,256,mdrmo1-13et1by,160.027,,
1765231697,2025-12-08 22:08:17,,1,20,24,recentmedian,,,
1765231697,2025-12-08 22:08:17,-0.002404137,1,16.919946671,148,dehaj1-z4ytm9,133.175,,
1765231637,2025-12-08 22:07:17,-0.000725631,1,20,284,twtpe3-2kg9ezv,199.329,,
1765231633,2025-12-08 22:07:13,-0.000386208,1,20,310,usdfw1-762zq1,33.818,,
1765231567,2025-12-08 22:06:07,-0.000369108,1,20,112,usiad1-1tcp71g,33.919,,
1765231561,2025-12-08 22:06:01,,1,20,24,recentmedian,,,
1765231561,2025-12-08 22:06:01,-0.003256353,1,20,9,ussjc1-1a6a7hp,75.668,,
1765231511,2025-12-08 22:05:11,0.002053603,1,20,308,ustul1-762zq1,32.196,,
1765231495,2025-12-08 22:04:55,-0.002373785,1,20,296,zajnb1-1mvmxwb,271.543,,
1765231492,2025-12-08 22:04:52,-0.002752142,1,20,254,uslax1-3strqkc,65.616,,
1765231443,2025-12-08 22:04:03,0.02879706,0.975009978,19.428956985,321,brrte1-k2cg7w,201.353,,
1765231433,2025-12-08 22:03:53,0.000230846,1,20,277,usdca1-3grrbhg,40.702,,
1765231383,2025-12-08 22:03:03,0.000494136,1,20,87,usewr3-1a6a7hp,38.924,,
1765231377,2025-12-08 22:02:57,0.002045548,1,19.999998093,257,hkhkg1-3strqkc,223.147,,
1765231375,2025-12-08 22:02:55,0.001250555,1,20,174,usmdw1-2trgvm8,38.526,,
1765231320,2025-12-08 22:02:00,-0.000589595,1,20,129,usmci1-3strqkc,51.428,,
1765231317,2025-12-08 22:01:57,-0.003005923,1,19.963903427,280,twrmq1-2c0kgjp,209.003,,
1765231255,2025-12-08 22:00:55,,1,20,24,recentmedian,,,
1765231255,2025-12-08 22:00:55,0.000658471,1,20,132,usdtw1-1tcp71g,55.813,,
1765231253,2025-12-08 22:00:53,-0.000197273,1,20,112,usiad1-1tcp71g,34.087,,
1765231250,2025-12-08 22:00:50,-0.00047227,1,20,310,usdfw1-762zq1,33.564,,
1765231201,2025-12-08 22:00:01,0.001908501,1,20,308,ustul1-762zq1,32.026,,
1765231144,2025-12-08 21:59:04,-0.007122074,1,20,312,ussjc1-762zq1,84.495,,
1765231093,2025-12-08 21:58:13,-0.000707487,1,19.999998093,198,brqsc1-2w8zaf9,121.241,,
1765231092,2025-12-08 21:58:12,-0.000019908,1,20,277,usdca1-3grrbhg,39.326,,
1765231029,2025-12-08 21:57:09,0.00034724,1,20,87,usewr3-1a6a7hp,38.152,,
1765230955,2025-12-08 21:55:55,0.001235839,1,20,174,usmdw1-2trgvm8,38.408,,
1765230906,2025-12-08 21:55:06,-0.000343588,1,20,112,usiad1-1tcp71g,33.782,,
1765230890,2025-12-08 21:54:50,-0.000591215,1,20,310,usdfw1-762zq1,33.825,,
1765230834,2025-12-08 21:53:54,0.002036742,1,20,308,ustul1-762zq1,32.323,,
1765230786,2025-12-08 21:53:06,-0.00227867,1,20,250,frlbg1-3strqkc,115.337,,
1765230780,2025-12-08 21:53:00,0.001030597,1,19.999996185,259,gbbhx1-3drzsgk,109.024,,
1765230779,2025-12-08 21:52:59,0.000203974,1,20,277,usdca1-3grrbhg,40.133,,
1765230727,2025-12-08 21:52:07,0.000320601,1,20,87,usewr3-1a6a7hp,38.278,,
1765230650,2025-12-08 21:50:50,-0.000921189,1,20,294,ltvno1-344ectk,140.952,,
1765230635,2025-12-08 21:50:35,0.002729099,1,19.996026993,190,frory1-1q8hbq5,120.896,,
1765230582,2025-12-08 21:49:42,0.000927951,1,20,174,usmdw1-2trgvm8,38.007,,
1765230574,2025-12-08 21:49:34,-0.000192238,1,20,112,usiad1-1tcp71g,34.026,,
1765230523,2025-12-08 21:48:43,-0.000340583,1,20,310,usdfw1-762zq1,33.836,,
1765230511,2025-12-08 21:48:31,-0.000459756,1,20,264,gblhr1-32yzyvc,108.405,,
1765230508,2025-12-08 21:48:28,,1,20,24,recentmedian,,,
1765230508,2025-12-08 21:48:28,0.003258959,1,19.983467102,235,frcqf1-3strqkc,118.49,,
1765230453,2025-12-08 21:47:33,,1,20,24,recentmedian,,,
1765230453,2025-12-08 21:47:33,0.015288228,1,18.479551315,113,inbom1-3strqkc,334.532,,
1765230443,2025-12-08 21:47:23,0.000089617,1,20,277,usdca1-3grrbhg,40.901,,
1765230382,2025-12-08 21:46:22,0.000478965,1,20,87,usewr3-1a6a7hp,38.486,,
1765230378,2025-12-08 21:46:18,0.001887554,1,20,308,ustul1-762zq1,31.899,,
1765230315,2025-12-08 21:45:15,,1,20,24,recentmedian,,,
1765230315,2025-12-08 21:45:15,0.001580261,1,19.98513031,108,dehhn1-3strqkc,118.543,,
1765230263,2025-12-08 21:44:23,0.000519635,1,20,326,chzrh1-1xmhyma,120.845,,
1765230212,2025-12-08 21:43:32,-0.00516789,1,20,248,debwe1-3yrg1zm,135.026,,
1765230211,2025-12-08 21:43:31,0.000014551,1,20,112,usiad1-1tcp71g,34.207,,
1765230204,2025-12-08 21:43:24,0.001268173,1,20,174,usmdw1-2trgvm8,38.488,,
1765230150,2025-12-08 21:42:30,-0.000249573,1,20,310,usdfw1-762zq1,33.649,,
1765230137,2025-12-08 21:42:17,-0.000392113,1,20,277,usdca1-3grrbhg,40.559,,
1765230088,2025-12-08 21:41:28,0.001462465,1,19.984228134,164,twtsa1-3qr47rx,192.087,,
1765230078,2025-12-08 21:41:18,-0.00003995,1,20,87,usewr3-1a6a7hp,38.953,,
1765230006,2025-12-08 21:40:06,,1,20,24,recentmedian,,,
1765230006,2025-12-08 21:40:06,-0.001574975,1,20,100,jphnd1-3strqkc,160.687,,
1765229865,2025-12-08 21:37:45,0.000371501,1,19.999898911,263,nokrs1-2kesjr8,129.694,,
1765229863,2025-12-08 21:37:43,-0.000105485,1,20,112,usiad1-1tcp71g,34.545,,
1765229860,2025-12-08 21:37:40,0.001008158,1,20,174,usmdw1-2trgvm8,37.794,,
1765229811,2025-12-08 21:36:51,0.000082458,1,20,19,usewr1-1a6a7hp,38.536,,
1765229810,2025-12-08 21:36:50,-0.000297474,1,20,310,usdfw1-762zq1,33.87,,
1765229804,2025-12-08 21:36:44,-0.001438091,1,20,102,nlein1-3strqkc,117.872,,
1765229800,2025-12-08 21:36:40,0.000972048,1,20,133,usday4-1tcp71g,53.074,,
1765229749,2025-12-08 21:35:49,-0.000172169,1,19.997581482,127,denue1-3strqkc,135.854,,
1765229740,2025-12-08 21:35:40,-0.000001967,1,20,87,usewr3-1a6a7hp,38.793,,
1765229686,2025-12-08 21:34:46,0.001006157,1,20,308,ustul1-762zq1,33.65,,
1765229638,2025-12-08 21:33:58,-0.001960316,1,20,151,ussfo1-1a6a7hp,72.112,,
1765229631,2025-12-08 21:33:51,,1,20,24,recentmedian,,,
1765229631,2025-12-08 21:33:51,-0.000056833,1,20,277,usdca1-3grrbhg,41.985,,
1765229524,2025-12-08 21:32:04,-0.000934341,1,20,112,usiad1-1tcp71g,32.719,,
1765229471,2025-12-08 21:31:11,-0.00034037,1,20,310,usdfw1-762zq1,33.441,,
1765229471,2025-12-08 21:31:11,0.001407835,1,20,174,usmdw1-2trgvm8,38.545,,
1765229406,2025-12-08 21:30:06,-0.001363039,1,19.961038589,39,twtpe1-2kg9ezv,210.173,,
1765229353,2025-12-08 21:29:13,-0.000408249,1,20,87,usewr3-1a6a7hp,36.58,,
1765229302,2025-12-08 21:28:22,,1,20,24,recentmedian,,,
1765229302,2025-12-08 21:28:22,0.036781983,0.921774507,19.779853821,115,inbom2-3strqkc,311.043,,
1765229229,2025-12-08 21:27:09,0.000294829,1,20,308,ustul1-762zq1,32.046,,
1765229175,2025-12-08 21:26:15,0.001237393,1,19.984931946,59,descn2-19sfa9p,120.676,,
1765229169,2025-12-08 21:26:09,-0.00077007,1,20,112,usiad1-1tcp71g,32.494,,
1765229121,2025-12-08 21:25:21,-0.00041416,1,20,310,usdfw1-762zq1,33.782,,
1765229072,2025-12-08 21:24:32,-0.000512238,1,20,277,usdca1-3grrbhg,38.659,,
1765229071,2025-12-08 21:24:31,0.000732294,1,20,174,usmdw1-2trgvm8,38.531,,
1765229008,2025-12-08 21:23:28,0.000742388,1,19.253696442,17,sgsin1-1a6a7hp,230.668,,
1765229000,2025-12-08 21:23:20,-0.000372119,1,20,87,usewr3-1a6a7hp,36.906,,
1765228902,2025-12-08 21:21:42,,1,20,24,recentmedian,,,
1765228902,2025-12-08 21:21:42,-0.000062453,1,20,129,usmci1-3strqkc,50.97,,
1765228851,2025-12-08 21:20:51,-0.000231666,1,20,132,usdtw1-1tcp71g,59.966,,
1765228844,2025-12-08 21:20:44,-0.00082549,1,20,112,usiad1-1tcp71g,32.747,,
1765228794,2025-12-08 21:19:54,0.001110174,1,20,308,ustul1-762zq1,30.343,,
1765228794,2025-12-08 21:19:54,-0.000191963,1,20,171,ausyd1-2trgvm8,216.346,,
1765228781,2025-12-08 21:19:41,-0.000306414,1,20,310,usdfw1-762zq1,33.678,,
1765228726,2025-12-08 21:18:46,-0.010938673,1,20,220,clkna2-k2cg7w,133.871,,
1765228678,2025-12-08 21:17:58,0.001271941,1,20,174,usmdw1-2trgvm8,38.735,,
1765228678,2025-12-08 21:17:58,-0.001246891,1,20,231,bgsof1-3strqkc,138.18,,
1765228670,2025-12-08 21:17:50,-0.000389401,1,20,87,usewr3-1a6a7hp,37.608,,
1765228622,2025-12-08 21:17:02,-0.001457382,1,20,35,sgsin3-1a6a7hp,230.323,,
1765228618,2025-12-08 21:16:58,0.000282711,1,20,21,deksf1-1a6a7hp,118.642,,
1765228568,2025-12-08 21:16:08,,1,20,24,recentmedian,,,
1765228568,2025-12-08 21:16:08,-0.000090637,1,19.999916077,146,fihel2-z4ytm9,128.058,,
1765228513,2025-12-08 21:15:13,0.000625175,1,20,11,nlams1-1a6a7hp,115.285,,
1765228513,2025-12-08 21:15:13,-0.000737256,1,20,112,usiad1-1tcp71g,32.796,,
1765228464,2025-12-08 21:14:24,0.001319393,1,20,308,ustul1-762zq1,30.511,,
1765228463,2025-12-08 21:14:23,-0.000334578,1,20,310,usdfw1-762zq1,33.708,,
1765228463,2025-12-08 21:14:23,-0.000833456,1,20,277,usdca1-3grrbhg,38.813,,
1765228414,2025-12-08 21:13:34,0.000673497,1,20,46,nlams2-1a6a7hp,115.113,,
1765228363,2025-12-08 21:12:43,-0.000405629,1,19.290100098,158,sgsin1-z4ytm9,239.96,,
1765228363,2025-12-08 21:12:43,-0.000521346,1,20,138,brvcp1-k2cg7w,114.06,,
1765228314,2025-12-08 21:11:54,-0.00412402,1,20,187,plkrk2-361g4fk,150.855,,
1765228304,2025-12-08 21:11:44,0.002874927,1,20,144,defra1-z4ytm9,120.825,,
1765228303,2025-12-08 21:11:43,-0.000302727,1,20,87,usewr3-1a6a7hp,37.062,,
1765228247,2025-12-08 21:10:47,,1,20,24,recentmedian,,,
1765228247,2025-12-08 21:10:47,0.001469176,1,20,174,usmdw1-2trgvm8,38.785,,
1765228182,2025-12-08 21:09:42,-0.005851676,1,20,96,depad1-3strqkc,134.39,,
1765228179,2025-12-08 21:09:39,-0.000817488,1,20,112,usiad1-1tcp71g,32.472,,
1765228123,2025-12-08 21:08:43,-0.000320015,1,20,310,usdfw1-762zq1,33.752,,
1765228072,2025-12-08 21:07:52,-0.000023717,1,20,308,ustul1-762zq1,32.932,,
1765228062,2025-12-08 21:07:42,-0.002958221,1,20,50,kricn1-1a6a7hp,195.042,,
1765228059,2025-12-08 21:07:39,-0.004000909,1,19.999998093,301,rusvo1-r6np0t,177.438,,
1765227989,2025-12-08 21:06:29,-0.001501274,1,19.999591827,106,ussmo1-3strqkc,72.625,,
1765227982,2025-12-08 21:06:22,-0.000506605,1,20,277,usdca1-3grrbhg,38.496,,
1765227978,2025-12-08 21:06:18,-0.000279777,1,20,87,usewr3-1a6a7hp,37.101,,
1765227926,2025-12-08 21:05:26,,1,20,24,recentmedian,,,
1765227926,2025-12-08 21:05:26,-0.007430932,1,20,149,zajnb2-1ynx3ss,287.181,,
1765227872,2025-12-08 21:04:32,0.001320339,1,20,174,usmdw1-2trgvm8,38.246,,
1765227815,2025-12-08 21:03:35,-0.000829369,1,20,112,usiad1-1tcp71g,32.719,,
1765227813,2025-12-08 21:03:33,-0.000397145,1,20,310,usdfw1-762zq1,33.976,,
1765227761,2025-12-08 21:02:41,0.001217342,1,20,308,ustul1-762zq1,30.69,,
1765227663,2025-12-08 21:01:03,-0.000411481,1,20,87,usewr3-1a6a7hp,36.718,,
1765227614,2025-12-08 21:00:14,0.000764675,1,20,119,cncan1-p7px10,239.635,,
1765227602,2025-12-08 21:00:02,0.023510914,1,19.989740372,347,zawkf2-1ynx3ss,228.83,,
1765227601,2025-12-08 21:00:01,-0.000513198,1,20,277,usdca1-3grrbhg,38.92,,
1765227551,2025-12-08 20:59:11,-0.001693451,1,20,54,defra3-jsdnqw,117.647,,
1765227503,2025-12-08 20:58:23,-0.000196124,1,20,176,fihel4-2trgvm8,127.681,,
1765227499,2025-12-08 20:58:19,0.001483432,1,20,174,usmdw1-2trgvm8,38.76,,
1765227496,2025-12-08 20:58:16,,1,20,24,recentmedian,,,
1765227496,2025-12-08 20:58:16,-0.000565111,1,20,310,usdfw1-762zq1,34.25,,
1765227446,2025-12-08 20:57:26,-0.000932969,1,20,112,usiad1-1tcp71g,32.703,,
1765227443,2025-12-08 20:57:23,-0.002933898,1,20,52,hkhkg1-1a6a7hp,215.792,,
1765227392,2025-12-08 20:56:32,0.001369814,1,20,308,ustul1-762zq1,30.961,,
1765227391,2025-12-08 20:56:31,-0.005228604,1,20,246,dehaj1-3yrg1zm,133.773,,
1765227387,2025-12-08 20:56:27,-0.000840925,1,20,19,usewr1-1a6a7hp,37.583,,
1765227385,2025-12-08 20:56:25,-0.001218168,1,20,133,usday4-1tcp71g,47.817,,
1765227334,2025-12-08 20:55:34,-0.000276822,1,20,87,usewr3-1a6a7hp,37.076,,
1765227322,2025-12-08 20:55:22,-0.004219663,1,20,341,rusvx4-r6np0t,172.851,,
1765227255,2025-12-08 20:54:15,-0.001685037,1,19.999952316,125,defra1-3strqkc,118.994,,
1765227254,2025-12-08 20:54:14,-0.009832848,1,20,195,plwro1-1q8hbq5,159.726,,
1765227157,2025-12-08 20:52:37,,1,20,24,recentmedian,,,
1765227157,2025-12-08 20:52:37,-0.001030029,1,20,172,fihel3-2trgvm8,143.78,,
1765227153,2025-12-08 20:52:33,-0.00026174,1,20,310,usdfw1-762zq1,33.425,,
1765227148,2025-12-08 20:52:28,-0.001103348,1,20,277,usdca1-3grrbhg,39.933,,
1765227093,2025-12-08 20:51:33,-0.001610176,1,20,140,usdtw1-rg6cyf,49.775,,
1765227092,2025-12-08 20:51:32,0.001372629,1,20,174,usmdw1-2trgvm8,38.488,,
1765227092,2025-12-08 20:51:32,-0.000771248,1,20,112,usiad1-1tcp71g,32.689,,
1765227043,2025-12-08 20:50:43,0.001250233,1,20,308,ustul1-762zq1,30.814,,
1765227043,2025-12-08 20:50:43,-0.001067676,1,20,325,grskg1-1kb83e2,149.633,,
1765226991,2025-12-08 20:49:51,-0.000507255,1,20,87,usewr3-1a6a7hp,37.429,,
1765226984,2025-12-08 20:49:44,-0.00875185,1,19.999851227,194,plwaw1-1q8hbq5,158.445,,
1765226901,2025-12-08 20:48:21,-0.000131022,1,20,343,aubwu1-1fcy378,216.169,,
1765226898,2025-12-08 20:48:18,-0.003239489,1,19.999675751,185,plwaw1-2trgvm8,140.083,,
1765226847,2025-12-08 20:47:27,-0.000329185,1,20,277,usdca1-3grrbhg,39.278,,
1765226841,2025-12-08 20:47:21,-0.000326027,1,20,310,usdfw1-762zq1,33.857,,
1765226838,2025-12-08 20:47:18,,1,20,24,recentmedian,,,
1765226838,2025-12-08 20:47:18,-0.001718912,1,20,335,nlams1-1x7260p,129.478,,
1765226779,2025-12-08 20:46:19,-0.001012308,1,20,112,usiad1-1tcp71g,32.938,,
1765226731,2025-12-08 20:45:31,-0.001821711,1,19.999998093,304,jphnd2-3strqkc,160.549,,
1765226730,2025-12-08 20:45:30,-0.001469874,1,20,98,esmad1-3strqkc,134.211,,
1765226727,2025-12-08 20:45:27,0.000621828,1,20,308,ustul1-762zq1,34.865,,
1765226680,2025-12-08 20:44:40,0.001368129,1,20,174,usmdw1-2trgvm8,38.32,,
1765226676,2025-12-08 20:44:36,-0.000511271,1,20,87,usewr3-1a6a7hp,37.718,,
1765226623,2025-12-08 20:43:43,0.000977295,1,20,351,rootp1-3mf5y85,152.13,,
1765226610,2025-12-08 20:43:30,-0.000050104,1,19.999992371,289,rupee1-38crthf,158.408,,
1765226533,2025-12-08 20:42:13,,1,20,24,recentmedian,,,
1765226533,2025-12-08 20:42:13,0.00516253,1,20,170,usday6-1tcp71g,68.289,,
1765226528,2025-12-08 20:42:08,-0.00026509,1,20,277,usdca1-3grrbhg,39.629,,
1765226518,2025-12-08 20:41:58,-0.000355499,1,20,310,usdfw1-762zq1,33.712,,
1765226471,2025-12-08 20:41:11,-0.002234321,1,19.401983261,345,sgsin1-1fcy378,229.863,,
1765226470,2025-12-08 20:41:10,-0.000315534,1,20,129,usmci1-3strqkc,51.547,,
1765226462,2025-12-08 20:41:02,-0.000851564,1,20,112,usiad1-1tcp71g,32.577,,
1765226461,2025-12-08 20:41:01,-0.005651997,1,19.999998093,92,frmrs1-3strqkc,127.843,,
1765226460,2025-12-08 20:41:00,-0.001327343,1,20,337,aumel1-1fcy378,225.937,,
1765226410,2025-12-08 20:40:10,-0.000571736,1,19.999914169,323,gbsou1-1j78t0p,112.436,,
1765226405,2025-12-08 20:40:05,0.000281276,1,20,308,ustul1-762zq1,32.837,,
1765226404,2025-12-08 20:40:04,0.001399199,1,20,132,usdtw1-1tcp71g,64.271,,
1765226352,2025-12-08 20:39:12,-0.000452473,1,20,87,usewr3-1a6a7hp,36.631,,
1765226346,2025-12-08 20:39:06,-0.000907869,1,20,330,mdrmo1-1mvmxwb,156.814,,
1765226335,2025-12-08 20:38:55,0.002446688,1,20,333,frory1-1x7260p,118.338,,
1765226277,2025-12-08 20:37:57,0.023686717,1,19.996892929,339,zawkf1-1ynx3ss,228.667,,
1765226276,2025-12-08 20:37:56,-0.001830473,1,20,268,trist1-3drzsgk,159.926,,
1765226221,2025-12-08 20:37:01,,1,20,24,recentmedian,,,
1765226221,2025-12-08 20:37:01,-0.00027397,1,20,277,usdca1-3grrbhg,38.895,,
1765226218,2025-12-08 20:36:58,0.0012371,1,20,174,usmdw1-2trgvm8,37.842,,
1765226170,2025-12-08 20:36:10,-0.00033015,1,20,310,usdfw1-762zq1,33.578,,
1765226168,2025-12-08 20:36:08,-0.003227136,1,19.410129547,110,mykul1-3strqkc,243.492,,
1765226112,2025-12-08 20:35:12,-0.000724816,1,20,112,usiad1-1tcp71g,32.689,,
1765226047,2025-12-08 20:34:07,0.000907806,1,20,308,ustul1-762zq1,30.553,,
1765226037,2025-12-08 20:33:57,-0.000379856,1,20,87,usewr3-1a6a7hp,36.779,,
1765226032,2025-12-08 20:33:52,0.000801272,1,20,354,frlbg1-3mf5y85,107.965,,
1765225982,2025-12-08 20:33:02,-0.002381681,1,20,165,kemba1-1a6a7hp,225.794,,
1765225972,2025-12-08 20:32:52,0.001948835,1,20,291,belgg3-19sfa9p,120.598,,
1765225916,2025-12-08 20:31:56,-0.000611071,1,20,277,usdca1-3grrbhg,38.46,,
1765225911,2025-12-08 20:31:51,,1,20,24,recentmedian,,,
1765225911,2025-12-08 20:31:51,0.001628862,1,19.41642952,178,sgsin1-3strqkc,245.797,,
1765225910,2025-12-08 20:31:50,0.000844915,1,20,174,usmdw1-2trgvm8,38.54,,
1765225854,2025-12-08 20:30:54,-0.000244158,1,20,310,usdfw1-762zq1,33.339,,
